('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('House', 'Tully'))
('fire.txt', 'ORGANIZATION', ('House', 'Blackwood'))
('fire.txt', 'PERSON', ('Lord', 'Stark'))
('fire.txt', 'PERSON', ('Ser', 'Marston', 'Waters'))
('fire.txt', 'ORGANIZATION', ('Three', 'Daughters'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Cregan'))
('fire.txt', 'ORGANIZATION', ('Wolf', 'Pack'))
('fire.txt', 'PERSON', ('Hallis', 'Hornwood'))
('fire.txt', 'PERSON', ('Mad', 'Hal'))
('fire.txt', 'PERSON', ('Timotty', 'Snow'))
('fire.txt', 'PERSON', ('Ser', 'Oscar', 'Tully'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Aegon'))
('fire.txt', 'PERSON', ('Lady', 'Johanna', 'Lannister'))
('fire.txt', 'PERSON', ('Lord', 'Lyonel'))
('fire.txt', 'PERSON', ('Lady', 'Samantha'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Lords', 'Redwyne'))
('fire.txt', 'PERSON', ('Lady', 'Elenda'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Borros'))
('fire.txt', 'ORGANIZATION', ('House', 'Baratheon'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Royce', 'Caron'))
('fire.txt', 'PERSON', ('Old', 'Volantis'))
('fire.txt', 'ORGANIZATION', ('Summer', 'Isles'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Flea', 'Bottom'))
('fire.txt', 'GPE', ('Prince', 'Aegon'))
('fire.txt', 'ORGANIZATION', ('Princess', 'Jaehaera'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('First', 'Men'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen'))
('fire.txt', 'PERSON', ('Alicent', 'Hightower'))
('fire.txt', 'PERSON', ('Willis', 'Fell'))
('fire.txt', 'PERSON', ('Lord', 'Commander'))
('fire.txt', 'PERSON', ('Ser', 'Marston', 'Waters'))
('fire.txt', 'PERSON', ('Lord', 'Leowyn', 'Corbray'))
('fire.txt', 'PERSON', ('Lady', 'Jeyne', 'Arryn'))
('fire.txt', 'PERSON', ('Lord', 'Corlys', 'Velaryon'))
('fire.txt', 'PERSON', ('Lord', 'Roland', 'Westerling'))
('fire.txt', 'PERSON', ('Lord', 'Royce', 'Caron'))
('fire.txt', 'PERSON', ('Lord', 'Manfryd', 'Mooton'))
('fire.txt', 'PERSON', ('Ser', 'Torrhen', 'Manderly'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Orwyle'))
('fire.txt', 'PERSON', ('Lord', 'Cregan', 'Stark'))
('fire.txt', 'PERSON', ('Kermit', 'Tully'))
('fire.txt', 'PERSON', ('Unwin', 'Peake'))
('fire.txt', 'PERSON', ('Sabitha', 'Frey'))
('fire.txt', 'PERSON', ('Thaddeus', 'Rowan'))
('fire.txt', 'PERSON', ('Lyonel', 'Hightower'))
('fire.txt', 'PERSON', ('Johanna', 'Lannister'))
('fire.txt', 'PERSON', ('Benjicot', 'Blackwood'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Lord', 'Peake'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Above'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'ORGANIZATION', ('Three', 'Widows'))
('fire.txt', 'PERSON', ('Lord', 'Blackwood'))
('fire.txt', 'PERSON', ('Lady', 'Alysanne'))
('fire.txt', 'ORGANIZATION', ('Lady', 'Sam'))
('fire.txt', 'PERSON', ('Lords', 'Rowan'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'PERSON', ('Kermit', 'Tully'))
('fire.txt', 'PERSON', ('Ser', 'Oscar'))
('fire.txt', 'ORGANIZATION', ('Disputed', 'Lands'))
('fire.txt', 'PERSON', ('Medrick', 'Manderly'))
('fire.txt', 'PERSON', ('Castle', 'Black'))
('fire.txt', 'PERSON', ('Maester', 'Orwyle'))
('fire.txt', 'PERSON', ('Ser', 'Medrick'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Leowyn', 'Corbray'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Jason'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Leowyn', 'Corbray'))
('fire.txt', 'PERSON', ('Tyland', 'Lannister'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen'))
('fire.txt', 'PERSON', ('Her', 'Grace'))
('fire.txt', 'ORGANIZATION', ('Queen', 'Dowager'))
('fire.txt', 'PERSON', ('Queen', 'Rhaenyra'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Celtigar'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Bank'))
('fire.txt', 'GPE', ('Prince', 'Aemond'))
('fire.txt', 'ORGANIZATION', ('Prince', 'Daeron'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'ORGANIZATION', ('House', 'Velaryon'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Lady', 'Johanna'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Dalton', 'Greyjoy'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Loreon'))
('fire.txt', 'PERSON', ('Sea', 'Demons'))
('fire.txt', 'ORGANIZATION', ('Drowned', 'God'))
('fire.txt', 'ORGANIZATION', ('Red', 'Kraken'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Isles'))
('fire.txt', 'PERSON', ('Dalton', 'Greyjoy'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Fair', 'Isle'))
('fire.txt', 'PERSON', ('Johanna', 'Lannister'))
('fire.txt', 'ORGANIZATION', ('Red', 'Kraken'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Dalton'))
('fire.txt', 'PERSON', ('Across', 'Westeros'))
('fire.txt', 'PERSON', ('Sharako', 'Lohar'))
('fire.txt', 'ORGANIZATION', ('Three', 'Daughters'))
('fire.txt', 'ORGANIZATION', ('Black', 'Swan'))
('fire.txt', 'ORGANIZATION', ('Racallio', 'Ryndoon'))
('fire.txt', 'PERSON', ('Daemon', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Narrow', 'Sea'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Free', 'Cities'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'PERSON', ('Gaemon', 'Palehair'))
('fire.txt', 'PERSON', ('Archmaester', 'Lyman'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Old', 'Wyl'))
('fire.txt', 'PERSON', ('Old', 'Wyl'))
('fire.txt', 'PERSON', ('Lord', 'Stark'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'PERSON', ('True', 'Telling'))
('fire.txt', 'PERSON', ('Lady', 'Jeyne', 'Arryn'))
('fire.txt', 'ORGANIZATION', ('Dornish', 'Marches'))
('fire.txt', 'PERSON', ('Aliandra', 'Martell'))
('fire.txt', 'PERSON', ('Lord', 'Caron'))
('fire.txt', 'ORGANIZATION', ('Dornish', 'Marches'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Corlys', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'ORGANIZATION', ('House', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Corlys', 'Velaryon'))
('fire.txt', 'PERSON', ('Alyn', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Corlys'))
('fire.txt', 'PERSON', ('Ser', 'Vaemond', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'PERSON', ('Ser', 'Vaemond'))
('fire.txt', 'PERSON', ('Lord', 'Alyn'))
('fire.txt', 'ORGANIZATION', ('Castle', 'Driftmark'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Ser', 'Rhogar'))
('fire.txt', 'PERSON', ('Alyn', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Lord', 'Alyn'))
('fire.txt', 'PERSON', ('Alyn', 'Velaryon'))
('fire.txt', 'PERSON', ('Unwin', 'Peake'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Corlys'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Gaemon', 'Palehair'))
('fire.txt', 'PERSON', ('Rhaena', 'Targaryen'))
('fire.txt', 'PERSON', ('Prince', 'Daemon'))
('fire.txt', 'PERSON', ('Lady', 'Laena', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Leowyn', 'Corbray'))
('fire.txt', 'PERSON', ('Lady', 'Rhaena'))
('fire.txt', 'PERSON', ('Ser', 'Torrhen', 'Manderly'))
('fire.txt', 'PERSON', ('Ser', 'Willis', 'Fell'))
('fire.txt', 'PERSON', ('Lord', 'Corbray'))
('fire.txt', 'PERSON', ('Roland', 'Westerling'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'ORGANIZATION', ('Great', 'Council'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Lady', 'Jeyne'))
('fire.txt', 'ORGANIZATION', ('Blackwater', 'Rush'))
('fire.txt', 'PERSON', ('Flea', 'Bottom'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'ORGANIZATION', ('House', 'Targaryen'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Lady', 'Baela'))
('fire.txt', 'PERSON', ('Lord', 'Blackwood'))
('fire.txt', 'PERSON', ('Lord', 'Hightower'))
('fire.txt', 'PERSON', ('Dalton', 'Greyjoy'))
('fire.txt', 'ORGANIZATION', ('Red', 'Kraken'))
('fire.txt', 'PERSON', ('Racallio', 'Ryndoon'))
('fire.txt', 'PERSON', ('Lady', 'Baela'))
('fire.txt', 'GPE', ('Thaddeus', 'Rowan'))
('fire.txt', 'PERSON', ('Lady', 'Baela'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'PERSON', ('Queen', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Lady', 'Baela'))
('fire.txt', 'PERSON', ('Lord', 'Rowan'))
('fire.txt', 'PERSON', ('Baela', 'Targaryen'))
('fire.txt', 'PERSON', ('Lord', 'Rowan'))
('fire.txt', 'PERSON', ('Blackwater', 'Bay'))
('fire.txt', 'PERSON', ('Alyn', 'Velaryon'))
('fire.txt', 'PERSON', ('Baela', 'Targaryen'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'PERSON', ('Lady', 'Baela'))
('fire.txt', 'PERSON', ('Floris', 'Baratheon'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Borros'))
('fire.txt', 'PERSON', ('Baela', 'Targaryen'))
('fire.txt', 'PERSON', ('Blackwater', 'Bay'))
('fire.txt', 'PERSON', ('Willis', 'Fell'))
('fire.txt', 'PERSON', ('Lord', 'Corlys'))
('fire.txt', 'PERSON', ('Baela', 'Targaryen'))
('fire.txt', 'PERSON', ('Lady', 'Rhaena'))
('fire.txt', 'PERSON', ('Ser', 'Corwyn', 'Corbray'))
('fire.txt', 'PERSON', ('Lady', 'Arryn'))
('fire.txt', 'ORGANIZATION', ('House', 'Corbray'))
('fire.txt', 'PERSON', ('Ser', 'Corwyn'))
('fire.txt', 'PERSON', ('Lady', 'Forlorn'))
('fire.txt', 'PERSON', ('Benjicot', 'Blackwood'))
('fire.txt', 'PERSON', ('Lord', 'Cregan', 'Stark'))
('fire.txt', 'PERSON', ('Lord', 'Blackwood'))
('fire.txt', 'PERSON', ('Black', 'Aly'))
('fire.txt', 'PERSON', ('Lord', 'Cregan'))
('fire.txt', 'ORGANIZATION', ('Elenda', 'Baratheon'))
('fire.txt', 'PERSON', ('Lord', 'Borros'))
('fire.txt', 'PERSON', ('Ser', 'Steffon', 'Connington'))
('fire.txt', 'PERSON', ('Lady', 'Elenda'))
('fire.txt', 'PERSON', ('Lord', 'Borros'))
('fire.txt', 'ORGANIZATION', ('Vulture', 'King'))
('fire.txt', 'ORGANIZATION', ('Sunset', 'Sea'))
('fire.txt', 'ORGANIZATION', ('Red', 'Kraken'))
('fire.txt', 'ORGANIZATION', ('Disputed', 'Lands'))
('fire.txt', 'ORGANIZATION', ('Racallio', 'Ryndoon'))
('fire.txt', 'PERSON', ('Cregan', 'Stark'))
('fire.txt', 'ORGANIZATION', ('Three', 'Sisters'))
('fire.txt', 'PERSON', ('Lord', 'Desmond', 'Manderly'))
('fire.txt', 'PERSON', ('Ser', 'Medrick'))
('fire.txt', 'PERSON', ('Ser', 'Medrick'))
('fire.txt', 'PERSON', ('Ser', 'Torrhen'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'PERSON', ('Lady', 'Johanna'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Lord', 'Loreon'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'PERSON', ('Lady', 'Johanna'))
('fire.txt', 'PERSON', ('Casterly', 'Rock'))
('fire.txt', 'ORGANIZATION', ('Red', 'Kraken'))
('fire.txt', 'PERSON', ('Sharis', 'Footly'))
('fire.txt', 'ORGANIZATION', ('Second', 'Tumbleton'))
('fire.txt', 'PERSON', ('Bold', 'Jon', 'Roxton'))
('fire.txt', 'PERSON', ('Lady', 'Sharis'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Ormund'))
('fire.txt', 'ORGANIZATION', ('Lady', 'Sam'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Lady'))
('fire.txt', 'PERSON', ('Starry', 'Sept'))
('fire.txt', 'PERSON', ('Lady', 'Samantha'))
('fire.txt', 'ORGANIZATION', ('High', 'Holiness'))
('fire.txt', 'PERSON', ('Lady', 'Sam'))
('fire.txt', 'ORGANIZATION', ('High', 'Septon'))
('fire.txt', 'ORGANIZATION', ('Gods', 'Eye'))
('fire.txt', 'PERSON', ('Daemon', 'Targaryen'))
('fire.txt', 'PERSON', ('Black', 'Harren'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Ser', 'Regis', 'Groves'))
('fire.txt', 'ORGANIZATION', ('Castle', 'Darry'))
('fire.txt', 'PERSON', ('Ser', 'Damon', 'Darry'))
('fire.txt', 'PERSON', ('Ser', 'Regis'))
('fire.txt', 'PERSON', ('Ser', 'Regis'))
('fire.txt', 'PERSON', ('Alys', 'Rivers'))
('fire.txt', 'PERSON', ('Ser', 'Regis'))
('fire.txt', 'PERSON', ('Alys', 'Rivers'))
('fire.txt', 'PERSON', ('Ser', 'Regis'))
('fire.txt', 'PERSON', ('Ser', 'Regis'))
('fire.txt', 'PERSON', ('Ser', 'Regis', 'Groves'))
('fire.txt', 'PERSON', ('Damon', 'Darry'))
('fire.txt', 'PERSON', ('Castle', 'Darry'))
('fire.txt', 'PERSON', ('Ser', 'Damon'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Darry'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Unwin', 'Peake'))
('fire.txt', 'PERSON', ('Ser', 'Damon', 'Darry'))
('fire.txt', 'PERSON', ('Regis', 'Groves'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Ser', 'Regis'))
('fire.txt', 'PERSON', ('Winter', 'Fever'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Blackwater', 'Rush'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Maester', 'Munkun'))
('fire.txt', 'PERSON', ('Ser', 'Willis', 'Fell'))
('fire.txt', 'PERSON', ('Lord', 'Commander'))
('fire.txt', 'ORGANIZATION', ('Sworn', 'Brothers'))
('fire.txt', 'PERSON', ('Leowyn', 'Corbray'))
('fire.txt', 'PERSON', ('Queen', 'Jaehaera'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Mooton'))
('fire.txt', 'PERSON', ('Lord', 'Mooton'))
('fire.txt', 'ORGANIZATION', ('Dowager', 'Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('House', 'Hightower'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Westerling'))
('fire.txt', 'ORGANIZATION', ('Queen', 'Dowager'))
('fire.txt', 'PERSON', ('Queen', 'Alicent'))
('fire.txt', 'ORGANIZATION', ('Old', 'King'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'PERSON', ('Ser', 'Tyland', 'Lannister'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Queen', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'ORGANIZATION', ('Casterly', 'Rock'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'PERSON', ('Queen', 'Rhaenyra'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Ser', 'Marston', 'Waters'))
('fire.txt', 'PERSON', ('Ser', 'Robin', 'Massey'))
('fire.txt', 'PERSON', ('Ser', 'Robert', 'Darklyn'))
('fire.txt', 'PERSON', ('Massey', 'Lord', 'Commander'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'PERSON', ('Lord', 'Thaddeus', 'Rowan'))
('fire.txt', 'PERSON', ('Lord', 'Rowan'))
('fire.txt', 'PERSON', ('Lord', 'Alyn'))
('fire.txt', 'PERSON', ('Lord', 'Peake'))
('fire.txt', 'PERSON', ('Lord', 'Mooton'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Munkun'))
('fire.txt', 'PERSON', ('Ser', 'Robert', 'Darklyn'))
('fire.txt', 'PERSON', ('Lady', 'Jeyne', 'Arryn'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Royce', 'Caron'))
('fire.txt', 'ORGANIZATION', ('Dornish', 'Marches'))
('fire.txt', 'PERSON', ('Lord', 'Peake'))
('fire.txt', 'PERSON', ('Unwin', 'Peake'))
('fire.txt', 'PERSON', ('Ser', 'Marston'))
('fire.txt', 'PERSON', ('Maester', 'Orwyle'))
('fire.txt', 'PERSON', ('Lord', 'Rowan'))
('fire.txt', 'PERSON', ('Alyn', 'Velaryon'))
('fire.txt', 'PERSON', ('Unwin', 'Peake'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Peake'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Peake'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Peake'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Unwin', 'Peake'))
('fire.txt', 'ORGANIZATION', ('Seven', 'Kingdoms'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Regent'))
('fire.txt', 'ORGANIZATION', ('First', 'Men'))
('fire.txt', 'PERSON', ('Ser', 'Urrathon'))
('fire.txt', 'PERSON', ('Lord', 'Meryn'))
('fire.txt', 'PERSON', ('Lady', 'Yrma'))
('fire.txt', 'ORGANIZATION', ('Golden', 'Bowl'))
('fire.txt', 'PERSON', ('Ser', 'Barquen'))
('fire.txt', 'PERSON', ('Lord', 'Eddison'))
('fire.txt', 'PERSON', ('Lord', 'Eddison'))
('fire.txt', 'ORGANIZATION', ('Lord', 'Emerick'))
('fire.txt', 'PERSON', ('Lorimar', 'Peake'))
('fire.txt', 'PERSON', ('Perceon', 'III', 'Gardener'))
('fire.txt', 'PERSON', ('Lord', 'Lorimar'))
('fire.txt', 'ORGANIZATION', ('Green', 'Hand'))
('fire.txt', 'ORGANIZATION', ('House', 'Peake'))
('fire.txt', 'PERSON', ('Armen', 'Peake'))
('fire.txt', 'ORGANIZATION', ('House', 'Gardener'))
('fire.txt', 'ORGANIZATION', ('House', 'Tyrell'))
('fire.txt', 'ORGANIZATION', ('Great', 'Council'))
('fire.txt', 'PERSON', ('Lord', 'Unwin'))
('fire.txt', 'PERSON', ('Aegon', 'II'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Ormund', 'Hightower'))
('fire.txt', 'PERSON', ('Lord', 'Unwin'))
('fire.txt', 'PERSON', ('Owain', 'Bourney'))
('fire.txt', 'PERSON', ('Hugh', 'Hammer'))
('fire.txt', 'PERSON', ('Ulf', 'White'))
('fire.txt', 'PERSON', ('Lord', 'Unwin'))
('fire.txt', 'PERSON', ('Ser', 'Marston', 'Waters'))
('fire.txt', 'PERSON', ('Lord', 'Peake'))
('fire.txt', 'PERSON', ('Ser', 'Amaury', 'Peake'))
('fire.txt', 'PERSON', ('Ser', 'Mervyn', 'Flowers'))
('fire.txt', 'PERSON', ('Ser', 'Lucas', 'Leygood'))
('fire.txt', 'PERSON', ('Queen', 'Jaehaera'))
('fire.txt', 'PERSON', ('Gareth', 'Long'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('George', 'Graceford'))
('fire.txt', 'PERSON', ('Ser', 'Victor', 'Risley'))
('fire.txt', 'PERSON', ('Risley', 'Glade'))
('fire.txt', 'PERSON', ('Lord', 'Confessor'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Septon', 'Bernard'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Stoney', 'Sept'))
('fire.txt', 'PERSON', ('Septon', 'Bernard'))
('fire.txt', 'PERSON', ('Ser', 'Marston', 'Waters'))
('fire.txt', 'PERSON', ('Ser', 'Robin', 'Massey'))
('fire.txt', 'PERSON', ('Gareth', 'Long'))
('fire.txt', 'PERSON', ('Ser', 'Gareth'))
('fire.txt', 'PERSON', ('Ser', 'Gareth'))
('fire.txt', 'PERSON', ('Gaemon', 'Palehair'))
('fire.txt', 'PERSON', ('Ser', 'Gareth'))
('fire.txt', 'PERSON', ('Ser', 'Gareth'))
('fire.txt', 'PERSON', ('Lord', 'Peake'))
('fire.txt', 'PERSON', ('Gareth', 'Long'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'PERSON', ('Ser', 'Tyland', 'Lannister'))
('fire.txt', 'PERSON', ('Unwin', 'Peake'))
('fire.txt', 'ORGANIZATION', ('Bold', 'Jon', 'Roxton'))
('fire.txt', 'ORGANIZATION', ('Hard', 'Hugh', 'Hammer'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'ORGANIZATION', ('Red', 'Keep'))
('fire.txt', 'PERSON', ('Poor', 'Fellow'))
('fire.txt', 'ORGANIZATION', ('Shepherd', 'Reborn'))
('fire.txt', 'PERSON', ('Ser', 'Victor', 'Risley'))
('fire.txt', 'PERSON', ('Grand', 'Maester', 'Orwyle'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Aegon', 'III'))
('fire.txt', 'PERSON', ('Septon', 'Eustace'))
('fire.txt', 'PERSON', ('Maester', 'Munkun'))
('fire.txt', 'PERSON', ('Queen', 'Jaehaera'))
('fire.txt', 'ORGANIZATION', ('Iron', 'Throne'))
('fire.txt', 'PERSON', ('Lord', 'Peake'))
('fire.txt', 'PERSON', ('Ser', 'Tyland'))
('fire.txt', 'PERSON', ('Ser', 'Gedmund', 'Peake'))
('fire.txt', 'PERSON', ('Gedmund', 'Great-Axe'))
('fire.txt', 'PERSON', ('Ser', 'Gedmund'))
('fire.txt', 'PERSON', ('Ned', 'Bean'))
('fire.txt', 'PERSON', ('Ser', 'Gedmund'))
('fire.txt', 'PERSON', ('Lord', 'Unwin'))
('fire.txt', 'PERSON', ('Racallio', 'Ryndoon'))
('fire.txt', 'PERSON', ('Alyn', 'Velaryon'))
('fire.txt', 'ORGANIZATION', ('Sea', 'Snake'))
('fire.txt', 'PERSON', ('Ser', 'Gedmund'))
('fire.txt', 'PERSON', ('Lord', 'Alyn'))
('fire.txt', 'PERSON', ('Queen', 'Rhaenys'))
('fire.txt', 'PERSON', ('Ser', 'Gedmund'))
('fire.txt', 'PERSON', ('Lord', 'Bryndemere'))
('fire.txt', 'PERSON', ('Racallio', 'Ryndoon'))
('fire.txt', 'PERSON', ('Lord', 'Alyn'))
